N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor,Horario,DataBR
C577070,2021-11-17 14:54:00,12704.0,Finland,-1,-40.0,14:54:00,17/11/2021
C541433,2021-01-18 10:17:00,12346.0,United Kingdom,-74215,-77183.6,10:17:00,18/01/2021
C571320,2021-10-17 10:57:00,13089.0,United Kingdom,-4,-11.8,10:57:00,17/10/2021
C543244,2021-02-04 14:06:00,16725.0,United Kingdom,-1,-5.95,14:06:00,04/02/2021
C546238,2021-03-10 12:58:00,13767.0,United Kingdom,-1,-3.75,12:58:00,10/03/2021
573593,2021-10-31 15:16:00,,United Kingdom,-2618,0.0,15:16:00,31/10/2021
C565671,2021-09-06 09:30:00,14796.0,United Kingdom,-2,-11.44,09:30:00,06/09/2021
544649,2021-02-22 12:37:00,,United Kingdom,-400,0.0,12:37:00,22/02/2021
C553665,2021-05-18 12:16:00,14527.0,United Kingdom,-1,-15.96,12:16:00,18/05/2021
540000,2021-01-04 10:17:00,,United Kingdom,-9,0.0,10:17:00,04/01/2021
C562648,2021-08-08 12:56:00,14606.0,United Kingdom,-3,-8.62,12:56:00,08/08/2021
540638,2021-01-10 12:14:00,,United Kingdom,-990,0.0,12:14:00,10/01/2021
C562188,2021-08-03 12:16:00,12748.0,United Kingdom,-100,-179.0,12:16:00,03/08/2021
C558559,2021-06-30 13:20:00,17648.0,United Kingdom,-1,-7.95,13:20:00,30/06/2021
C543750,2021-02-11 13:59:00,18250.0,United Kingdom,-1,-6.35,13:59:00,11/02/2021
551553,2021-05-03 10:15:00,,United Kingdom,-90,0.0,10:15:00,03/05/2021
C579780,2021-11-30 15:18:00,14217.0,United Kingdom,-1,-9.95,15:18:00,30/11/2021
C577692,2021-11-21 11:47:00,14426.0,United Kingdom,-12,-21.88,11:47:00,21/11/2021
C567198,2021-09-19 10:11:00,14159.0,United Kingdom,-5,-3.7,10:11:00,19/09/2021
C569958,2021-10-06 18:38:00,13266.0,United Kingdom,-8,-10.0,18:38:00,06/10/2021
C547711,2021-03-24 19:31:00,13534.0,United Kingdom,-1,-7.95,19:31:00,24/03/2021
C539409,2020-12-17 12:58:00,12720.0,Germany,-1,-18.0,12:58:00,17/12/2020
C555271,2021-06-01 16:26:00,14338.0,United Kingdom,-5,-28.05,16:26:00,01/06/2021
C543551,2021-02-10 10:00:00,16716.0,United Kingdom,-76,-581.4,10:00:00,10/02/2021
C581384,2021-12-08 13:06:00,17673.0,United Kingdom,-2,-6.9,13:06:00,08/12/2021
C542753,2021-01-31 16:57:00,15881.0,United Kingdom,-1,-4.95,16:57:00,31/01/2021
556074,2021-06-08 15:14:00,,United Kingdom,-19,0.0,15:14:00,08/06/2021
537453,2020-12-07 09:28:00,,United Kingdom,-18,0.0,09:28:00,07/12/2020
C546893,2021-03-17 18:20:00,14156.0,EIRE,-1,-4.95,18:20:00,17/03/2021
C537132,2020-12-05 12:29:00,15221.0,United Kingdom,-18,-289.15,12:29:00,05/12/2020
568543,2021-09-27 14:33:00,,United Kingdom,-21,0.0,14:33:00,27/09/2021
C548738,2021-04-04 11:22:00,14711.0,United Kingdom,-12,-30.6,11:22:00,04/04/2021
C558361,2021-06-28 15:13:00,15128.0,United Kingdom,-8,-16.8,15:13:00,28/06/2021
562279,2021-08-04 10:28:00,,United Kingdom,-26,0.0,10:28:00,04/08/2021
C560243,2021-07-17 12:04:00,14659.0,United Kingdom,-1,-9.95,12:04:00,17/07/2021
C569112,2021-09-30 12:47:00,17405.0,United Kingdom,-12,-33.96,12:47:00,30/09/2021
C549184,2021-04-07 09:28:00,12428.0,Finland,-30,-62.11,09:28:00,07/04/2021
C558463,2021-06-29 15:14:00,13982.0,United Kingdom,-4,-10.7,15:14:00,29/06/2021
C556644,2021-06-13 16:06:00,17115.0,United Kingdom,-3,-20.65,16:06:00,13/06/2021
559376,2021-07-08 10:38:00,,United Kingdom,-35,0.0,10:38:00,08/07/2021
C579778,2021-11-30 15:14:00,14217.0,United Kingdom,-1,-9.95,15:14:00,30/11/2021
C569945,2021-10-06 18:14:00,14141.0,United Kingdom,-3,-11.15,18:14:00,06/10/2021
C557895,2021-06-23 14:20:00,15834.0,United Kingdom,-1,-125.0,14:20:00,23/06/2021
C543741,2021-02-11 13:37:00,13021.0,United Kingdom,-1,-6.75,13:37:00,11/02/2021
554017,2021-05-20 13:15:00,,United Kingdom,-101,0.0,13:15:00,20/05/2021
574257,2021-11-03 13:46:00,,United Kingdom,-3,0.0,13:46:00,03/11/2021
C549580,2021-04-11 09:35:00,13501.0,Switzerland,-3,-29.85,09:35:00,11/04/2021
547339,2021-03-22 11:51:00,,United Kingdom,-450,0.0,11:51:00,22/03/2021
C558745,2021-07-01 17:02:00,14415.0,United Kingdom,-23,-37.01,17:02:00,01/07/2021
C549041,2021-04-05 17:22:00,17644.0,United Kingdom,-15,-32.55,17:22:00,05/04/2021
C542259,2021-01-26 17:09:00,16656.0,United Kingdom,-1,-8.5,17:09:00,26/01/2021
C542644,2021-01-31 11:33:00,15497.0,United Kingdom,-2,-2.5,11:33:00,31/01/2021
555822,2021-06-07 12:04:00,,United Kingdom,-13,0.0,12:04:00,07/06/2021
C566986,2021-09-16 10:47:00,12476.0,Germany,-1,-0.79,10:47:00,16/09/2021
C572864,2021-10-26 12:54:00,12856.0,United Kingdom,-1,-12.75,12:54:00,26/10/2021
C542095,2021-01-25 12:49:00,17730.0,United Kingdom,-5,-6.25,12:49:00,25/01/2021
548339,2021-03-30 14:08:00,,United Kingdom,-42,0.0,14:08:00,30/03/2021
C539073,2020-12-15 17:08:00,12971.0,United Kingdom,-1,-3.5,17:08:00,15/12/2020
560737,2021-07-20 15:34:00,,United Kingdom,-109,0.0,15:34:00,20/07/2021
C570867,2021-10-12 16:17:00,12607.0,USA,-1228,-1579.51,16:17:00,12/10/2021
C564905,2021-08-31 12:16:00,17450.0,United Kingdom,-2,-167.08,12:16:00,31/08/2021
C561510,2021-07-27 14:51:00,14534.0,United Kingdom,-1,-3.75,14:51:00,27/07/2021
558318,2021-06-28 11:52:00,,United Kingdom,-14,0.0,11:52:00,28/06/2021
C543050,2021-02-03 10:14:00,12625.0,Germany,-35,-69.5,10:14:00,03/02/2021
549176,2021-04-06 17:31:00,,United Kingdom,-12,0.0,17:31:00,06/04/2021
561479,2021-07-27 13:32:00,,United Kingdom,-1,0.0,13:32:00,27/07/2021
566712,2021-09-14 12:04:00,,United Kingdom,-635,0.0,12:04:00,14/09/2021
C580751,2021-12-06 09:56:00,12921.0,United Kingdom,-12,-37.3,09:56:00,06/12/2021
575704,2021-11-10 17:00:00,,United Kingdom,-63,0.0,17:00:00,10/11/2021
C542271,2021-01-27 09:40:00,12637.0,France,-9,-14.65,09:40:00,27/01/2021
C572532,2021-10-24 16:03:00,12380.0,Belgium,-1,-4.25,16:03:00,24/10/2021
C552015,2021-05-05 17:37:00,16722.0,United Kingdom,-1,-1.65,17:37:00,05/05/2021
C578164,2021-11-23 11:34:00,14032.0,United Kingdom,-1,-3.75,11:34:00,23/11/2021
C579431,2021-11-29 13:09:00,17584.0,United Kingdom,-12,-15.0,13:09:00,29/11/2021
C555341,2021-06-02 11:42:00,13004.0,United Kingdom,-4,-15.8,11:42:00,02/06/2021
C543052,2021-02-03 10:20:00,14180.0,United Kingdom,-1,-16.95,10:20:00,03/02/2021
C550127,2021-04-14 13:12:00,15212.0,United Kingdom,-3,-12.85,13:12:00,14/04/2021
C560046,2021-07-14 14:55:00,17049.0,United Kingdom,-1,-7.9,14:55:00,14/07/2021
573672,2021-10-31 17:04:00,,United Kingdom,-126,0.0,17:04:00,31/10/2021
C546125,2021-03-09 14:52:00,16316.0,United Kingdom,-6,-17.7,14:52:00,09/03/2021
561523,2021-07-27 17:38:00,,United Kingdom,-45,0.0,17:38:00,27/07/2021
C571927,2021-10-19 16:41:00,13109.0,United Kingdom,-1,-2.95,16:41:00,19/10/2021
554318,2021-05-23 15:30:00,,United Kingdom,-65,0.0,15:30:00,23/05/2021
C574057,2021-11-02 14:10:00,14102.0,United Kingdom,-13,-25.05,14:10:00,02/11/2021
C538088,2020-12-09 14:45:00,14766.0,United Kingdom,-24,-20.4,14:45:00,09/12/2020
568407,2021-09-27 10:38:00,,United Kingdom,-8,0.0,10:38:00,27/09/2021
C547594,2021-03-24 11:19:00,12693.0,Germany,-4,-15.0,11:19:00,24/03/2021
C562048,2021-08-02 11:19:00,13534.0,United Kingdom,-2,-3.3,11:19:00,02/08/2021
C557779,2021-06-22 15:12:00,13004.0,United Kingdom,-4,-5.0,15:12:00,22/06/2021
546129,2021-03-09 15:07:00,,United Kingdom,-541,0.0,15:07:00,09/03/2021
C581393,2021-12-08 13:14:00,16892.0,United Kingdom,-3,-12.75,13:14:00,08/12/2021
576762,2021-11-16 13:08:00,,United Kingdom,-21,0.0,13:08:00,16/11/2021
C555366,2021-06-02 14:25:00,12590.0,Germany,-4,-2.88,14:25:00,02/06/2021
C552190,2021-05-06 14:11:00,12748.0,United Kingdom,-24,-10.08,14:11:00,06/05/2021
C569032,2021-09-30 10:40:00,15061.0,United Kingdom,-36,-59.4,10:40:00,30/09/2021
C553510,2021-05-17 13:46:00,14342.0,United Kingdom,-4,-20.95,13:46:00,17/05/2021
577119,2021-11-17 18:08:00,,United Kingdom,-10,0.0,18:08:00,17/11/2021
C540643,2021-01-10 14:08:00,12471.0,Germany,-2,-21.9,14:08:00,10/01/2021
575716,2021-11-10 18:00:00,,United Kingdom,-21,0.0,18:00:00,10/11/2021
551019,2021-04-26 11:19:00,,United Kingdom,-100,0.0,11:19:00,26/04/2021
C544669,2021-02-22 15:22:00,18055.0,United Kingdom,-5,-32.05,15:22:00,22/02/2021
552050,2021-05-06 10:08:00,,United Kingdom,-32,0.0,10:08:00,06/05/2021
C560560,2021-07-19 13:26:00,17738.0,United Kingdom,-2,-15.7,13:26:00,19/07/2021
C547988,2021-03-29 09:19:00,13477.0,United Kingdom,-2,-5.1,09:19:00,29/03/2021
568546,2021-09-27 14:35:00,,United Kingdom,-20,0.0,14:35:00,27/09/2021
C563604,2021-08-18 06:28:00,15251.0,United Kingdom,-1,-14.95,06:28:00,18/08/2021
C547236,2021-03-21 16:27:00,14180.0,United Kingdom,-1,-9.95,16:27:00,21/03/2021
554319,2021-05-23 15:31:00,,United Kingdom,-13,0.0,15:31:00,23/05/2021
C579092,2021-11-28 10:50:00,16900.0,United Kingdom,-109,-17.37,10:50:00,28/11/2021
C550751,2021-04-20 11:48:00,15465.0,United Kingdom,-2,-25.5,11:48:00,20/04/2021
563650,2021-08-18 10:43:00,,United Kingdom,-156,0.0,10:43:00,18/08/2021
C572455,2021-10-24 12:41:00,,United Kingdom,-2,-296.23,12:41:00,24/10/2021
561493,2021-07-27 13:59:00,,United Kingdom,-11,0.0,13:59:00,27/07/2021
561326,2021-07-26 13:50:00,,United Kingdom,-227,0.0,13:50:00,26/07/2021
C539448,2020-12-17 16:25:00,15157.0,United Kingdom,-72,-30.24,16:25:00,17/12/2020
C541234,2021-01-14 17:11:00,13862.0,United Kingdom,-3,-9.6,17:11:00,14/01/2021
C560208,2021-07-15 13:58:00,13013.0,United Kingdom,-5,-18.75,13:58:00,15/07/2021
C555105,2021-05-31 14:09:00,17841.0,United Kingdom,-1,-3.75,14:09:00,31/05/2021
C543992,2021-02-15 10:29:00,12583.0,France,-1,-18.0,10:29:00,15/02/2021
C556265,2021-06-09 19:24:00,16684.0,United Kingdom,-1,-28.04,19:24:00,09/06/2021
558743,2021-07-01 15:56:00,,United Kingdom,-4,0.0,15:56:00,01/07/2021
C548375,2021-03-30 16:39:00,14256.0,United Kingdom,-4,-34.0,16:39:00,30/03/2021
C561793,2021-07-29 13:08:00,14414.0,United Kingdom,-3,-11.85,13:08:00,29/07/2021
C554847,2021-05-26 19:56:00,12909.0,United Kingdom,-4,-27.6,19:56:00,26/05/2021
550922,2021-04-21 14:29:00,,United Kingdom,-25,0.0,14:29:00,21/04/2021
567932,2021-09-22 17:39:00,,United Kingdom,-12,0.0,17:39:00,22/09/2021
C549685,2021-04-11 13:26:00,13266.0,United Kingdom,-1,-1.95,13:26:00,11/04/2021
C562956,2021-08-11 10:14:00,13186.0,United Kingdom,-7,-15.15,10:14:00,11/08/2021
C549290,2021-04-07 18:10:00,14395.0,United Kingdom,-1,-9.95,18:10:00,07/04/2021
C566820,2021-09-15 11:30:00,17214.0,United Kingdom,-1,-85.0,11:30:00,15/09/2021
571723,2021-10-18 17:30:00,,United Kingdom,-1,0.0,17:30:00,18/10/2021
C575044,2021-11-08 12:07:00,14948.0,United Kingdom,-12,-35.4,12:07:00,08/11/2021
C546496,2021-03-14 11:44:00,17646.0,United Kingdom,-3,-12.73,11:44:00,14/03/2021
C570066,2021-10-07 11:09:00,16523.0,United Kingdom,-2,-3.3,11:09:00,07/10/2021
C569938,2021-10-06 17:55:00,14211.0,United Kingdom,-1,-3.75,17:55:00,06/10/2021
567132,2021-09-16 14:14:00,,United Kingdom,-384,0.0,14:14:00,16/09/2021
560114,2021-07-15 09:53:00,,United Kingdom,-35,0.0,09:53:00,15/07/2021
C567716,2021-09-22 10:16:00,14543.0,United Kingdom,-14,-125.0,10:16:00,22/09/2021
C543768,2021-02-11 15:20:00,14497.0,United Kingdom,-2,-17.9,15:20:00,11/02/2021
C543819,2021-02-13 16:04:00,16928.0,United Kingdom,-19,-64.85,16:04:00,13/02/2021
576369,2021-11-14 18:35:00,,United Kingdom,-288,0.0,18:35:00,14/11/2021
C542273,2021-01-27 10:01:00,12578.0,Italy,-22,-33.5,10:01:00,27/01/2021
C556647,2021-06-13 16:14:00,13012.0,United Kingdom,-148,-330.12,16:14:00,13/06/2021
C538695,2020-12-14 10:01:00,14032.0,United Kingdom,-1,-2.95,10:01:00,14/12/2020
548366,2021-03-30 15:50:00,,United Kingdom,-33,0.0,15:50:00,30/03/2021
C545307,2021-03-01 13:05:00,17027.0,United Kingdom,-6,-41.7,13:05:00,01/03/2021
571458,2021-10-17 14:02:00,,United Kingdom,-2,0.0,14:02:00,17/10/2021
566122,2021-09-09 10:57:00,,United Kingdom,-484,0.0,10:57:00,09/09/2021
C580767,2021-12-06 10:52:00,14655.0,United Kingdom,-1,-2.08,10:52:00,06/12/2021
C544413,2021-02-18 14:36:00,14760.0,United Kingdom,-12,-35.4,14:36:00,18/02/2021
C539067,2020-12-15 16:55:00,15194.0,United Kingdom,-18,-46.4,16:55:00,15/12/2020
C543388,2021-02-08 09:44:00,14646.0,Netherlands,-3,-45.0,09:44:00,08/02/2021
C538536,2020-12-13 10:40:00,15881.0,United Kingdom,-48,-40.8,10:40:00,13/12/2020
C565390,2021-09-02 16:23:00,13408.0,United Kingdom,-1,-110.43,16:23:00,02/09/2021
C562845,2021-08-10 09:21:00,14903.0,United Kingdom,-1,-5.95,09:21:00,10/08/2021
C548356,2021-03-30 15:12:00,12472.0,Germany,-21,-54.65,15:12:00,30/03/2021
C544427,2021-02-18 15:42:00,17612.0,United Kingdom,-1,-5.95,15:42:00,18/02/2021
573670,2021-10-31 17:02:00,,United Kingdom,-28,0.0,17:02:00,31/10/2021
C555046,2021-05-31 11:29:00,12431.0,Australia,-6,-9.9,11:29:00,31/05/2021
C576243,2021-11-14 13:38:00,15953.0,United Kingdom,-5,-5.95,13:38:00,14/11/2021
C547198,2021-03-21 12:50:00,14606.0,United Kingdom,-3,-14.65,12:50:00,21/03/2021
C546548,2021-03-14 16:42:00,16518.0,United Kingdom,-2,-3.4,16:42:00,14/03/2021
C562969,2021-08-11 10:58:00,12610.0,Italy,-13,-11.55,10:58:00,11/08/2021
C545457,2021-03-02 17:18:00,17428.0,United Kingdom,-9,-40.05,17:18:00,02/03/2021
C562617,2021-08-08 12:31:00,,EIRE,-2,-9.9,12:31:00,08/08/2021
579735,2021-11-30 14:25:00,,United Kingdom,-40,0.0,14:25:00,30/11/2021
C543792,2021-02-11 17:14:00,13725.0,United Kingdom,-3,-27.85,17:14:00,11/02/2021
C575172,2021-11-08 17:53:00,16790.0,United Kingdom,-3,-12.75,17:53:00,08/11/2021
C547857,2021-03-27 12:14:00,13050.0,United Kingdom,-5,-18.85,12:14:00,27/03/2021
C571699,2021-10-18 14:51:00,15106.0,United Kingdom,-1,-7.95,14:51:00,18/10/2021
C546989,2021-03-18 12:59:00,,United Kingdom,-1,-5225.03,12:59:00,18/03/2021
C539577,2020-12-20 12:41:00,17924.0,United Kingdom,-1,-8.5,12:41:00,20/12/2020
558520,2021-06-30 10:25:00,,United Kingdom,-38,0.0,10:25:00,30/06/2021
C564208,2021-08-24 09:07:00,15469.0,United Kingdom,-2,-14.1,09:07:00,24/08/2021
C568557,2021-09-27 15:48:00,12681.0,France,-5,-13.45,15:48:00,27/09/2021
558377,2021-06-28 16:24:00,,United Kingdom,-17,0.0,16:24:00,28/06/2021
537012,2020-12-03 15:39:00,,United Kingdom,-12,0.0,15:39:00,03/12/2020
549695,2021-04-11 13:50:00,,United Kingdom,-24,0.0,13:50:00,11/04/2021
551673,2021-05-03 12:39:00,,United Kingdom,-9,0.0,12:39:00,03/05/2021
C542086,2021-01-25 12:34:00,18277.0,United Kingdom,-1,-12.75,12:34:00,25/01/2021
C574584,2021-11-04 18:11:00,15482.0,United Kingdom,-786,-1652.8,18:11:00,04/11/2021
C560860,2021-07-21 13:30:00,13668.0,United Kingdom,-1,-16.95,13:30:00,21/07/2021
C569973,2021-10-06 19:23:00,12703.0,Germany,-3,-8.85,19:23:00,06/10/2021
560730,2021-07-20 14:53:00,,United Kingdom,-2,0.0,14:53:00,20/07/2021
573490,2021-10-31 11:55:00,,United Kingdom,-59,0.0,11:55:00,31/10/2021
C558444,2021-06-29 13:29:00,15311.0,United Kingdom,-20,-33.55,13:29:00,29/06/2021
C564751,2021-08-30 10:06:00,17828.0,Malta,-5,-15.75,10:06:00,30/08/2021
C539057,2020-12-15 16:40:00,18230.0,United Kingdom,-11,-74.25,16:40:00,15/12/2020
C538833,2020-12-14 13:05:00,14680.0,United Kingdom,-8,-40.2,13:05:00,14/12/2020
546124,2021-03-09 14:50:00,,United Kingdom,-1121,0.0,14:50:00,09/03/2021
C564320,2021-08-24 13:20:00,16536.0,United Kingdom,-1,-9.95,13:20:00,24/08/2021
C542639,2021-01-31 11:18:00,16570.0,United Kingdom,-1,-8.5,11:18:00,31/01/2021
C580161,2021-12-02 10:49:00,12700.0,France,-2,-36.0,10:49:00,02/12/2021
C543766,2021-02-11 15:18:00,13319.0,United Kingdom,-1,-4.25,15:18:00,11/02/2021
C581390,2021-12-08 13:13:00,13081.0,United Kingdom,-13,-15.85,13:13:00,08/12/2021
C551526,2021-05-01 12:38:00,16401.0,United Kingdom,-1,-1.95,12:38:00,01/05/2021
C540555,2021-01-10 09:56:00,16279.0,United Kingdom,-2,-12.9,09:56:00,10/01/2021
548269,2021-03-30 11:35:00,,United Kingdom,-45,0.0,11:35:00,30/03/2021
C558110,2021-06-26 15:47:00,17731.0,United Kingdom,-101,-361.91,15:47:00,26/06/2021
C554537,2021-05-24 17:45:00,16057.0,United Kingdom,-13,-24.95,17:45:00,24/05/2021
C576216,2021-11-14 12:56:00,12584.0,Italy,-14,-73.2,12:56:00,14/11/2021
C553397,2021-05-16 16:58:00,17841.0,United Kingdom,-1,-2.95,16:58:00,16/05/2021
C566958,2021-09-15 16:57:00,14420.0,United Kingdom,-1,-1.65,16:57:00,15/09/2021
572702,2021-10-25 14:33:00,,United Kingdom,-184,0.0,14:33:00,25/10/2021
C577513,2021-11-20 12:59:00,18110.0,United Kingdom,-7,-30.25,12:59:00,20/11/2021
563715,2021-08-18 16:08:00,,United Kingdom,-18,0.0,16:08:00,18/08/2021
C576195,2021-11-14 12:03:00,14606.0,United Kingdom,-1,-4.95,12:03:00,14/11/2021
C541691,2021-01-20 16:22:00,13090.0,United Kingdom,-6,-29.7,16:22:00,20/01/2021
C545674,2021-03-06 10:25:00,18223.0,United Kingdom,-3,-6.15,10:25:00,06/03/2021
C549900,2021-04-12 16:10:00,17180.0,United Kingdom,-2,-14.2,16:10:00,12/04/2021
C562794,2021-08-09 14:20:00,14112.0,United Kingdom,-1,-4.95,14:20:00,09/08/2021
C574902,2021-11-07 15:21:00,,United Kingdom,-1,-8286.22,15:21:00,07/11/2021
C540652,2021-01-10 15:04:00,17406.0,United Kingdom,-1,-265.5,15:04:00,10/01/2021
576839,2021-11-16 15:21:00,,United Kingdom,-22,0.0,15:21:00,16/11/2021
C581462,2021-12-08 18:51:00,12985.0,United Kingdom,-120,-23.76,18:51:00,08/12/2021
C558898,2021-07-04 15:59:00,14952.0,United Kingdom,-10,-26.3,15:59:00,04/07/2021
C546208,2021-03-10 11:19:00,12417.0,Belgium,-7,-18.4,11:19:00,10/03/2021
C544897,2021-02-24 12:27:00,17867.0,United Kingdom,-1,-12.75,12:27:00,24/02/2021
C543607,2021-02-10 14:13:00,15602.0,United Kingdom,-1,-12.75,14:13:00,10/02/2021
567364,2021-09-19 16:58:00,,United Kingdom,-20,0.0,16:58:00,19/09/2021
569877,2021-10-06 15:09:00,,United Kingdom,-10,0.0,15:09:00,06/10/2021
C579898,2021-12-01 08:32:00,14299.0,United Kingdom,-2,-1.87,08:32:00,01/12/2021
556313,2021-06-10 10:46:00,,United Kingdom,-12,0.0,10:46:00,10/06/2021
C573949,2021-11-02 10:47:00,14511.0,United Kingdom,-12,-47.4,10:47:00,02/11/2021
C562910,2021-08-10 13:03:00,15671.0,United Kingdom,-16,-4.64,13:03:00,10/08/2021
552222,2021-05-06 15:22:00,,United Kingdom,-45,0.0,15:22:00,06/05/2021
C556673,2021-06-13 17:08:00,16949.0,United Kingdom,-1,-125.0,17:08:00,13/06/2021
C574424,2021-11-04 11:23:00,16014.0,United Kingdom,-4,-9.25,11:23:00,04/11/2021
542562,2021-01-28 14:52:00,,United Kingdom,-1,0.0,14:52:00,28/01/2021
C578932,2021-11-27 12:44:00,15351.0,United Kingdom,-4,-33.6,12:44:00,27/11/2021
C580773,2021-12-06 11:05:00,16523.0,United Kingdom,-20,-41.6,11:05:00,06/12/2021
C538119,2020-12-09 15:34:00,13136.0,United Kingdom,-4,-20.1,15:34:00,09/12/2020
C542421,2021-01-27 18:08:00,17180.0,United Kingdom,-1,-1.45,18:08:00,27/01/2021
551243,2021-04-27 11:49:00,,United Kingdom,-53,0.0,11:49:00,27/04/2021
C575588,2021-11-10 12:04:00,14064.0,United Kingdom,-6,-9.9,12:04:00,10/11/2021
558448,2021-06-29 13:40:00,,United Kingdom,-90,0.0,13:40:00,29/06/2021
556289,2021-06-10 09:23:00,,United Kingdom,-102,0.0,09:23:00,10/06/2021
C581316,2021-12-08 11:46:00,12523.0,France,-3,-19.2,11:46:00,08/12/2021
C547797,2021-03-25 12:34:00,17460.0,United Kingdom,-1,-9.95,12:34:00,25/03/2021
C548947,2021-04-05 10:45:00,14546.0,United Kingdom,-5,-17.37,10:45:00,05/04/2021
C568410,2021-09-27 10:42:00,12748.0,United Kingdom,-1,-80.0,10:42:00,27/09/2021
546140,2021-03-09 16:35:00,,United Kingdom,-30,0.0,16:35:00,09/03/2021
540651,2021-01-10 15:00:00,,United Kingdom,-290,0.0,15:00:00,10/01/2021
569393,2021-10-03 17:15:00,,United Kingdom,-23,0.0,17:15:00,03/10/2021
C556530,2021-06-13 11:42:00,18109.0,United Kingdom,-3,-29.85,11:42:00,13/06/2021
C538720,2020-12-14 11:11:00,17526.0,United Kingdom,-4,-15.0,11:11:00,14/12/2020
549179,2021-04-06 17:34:00,,United Kingdom,-3,0.0,17:34:00,06/04/2021
C571045,2021-10-13 13:32:00,15606.0,United Kingdom,-12,-19.8,13:32:00,13/10/2021
C543431,2021-02-08 11:37:00,12474.0,Germany,-4,-9.25,11:37:00,08/02/2021
C573759,2021-11-01 09:51:00,17193.0,United Kingdom,-14,-16.54,09:51:00,01/11/2021
C540152,2021-01-05 11:21:00,12395.0,Belgium,-1,-2.95,11:21:00,05/01/2021
C562803,2021-08-09 14:43:00,15628.0,United Kingdom,-12,-4.6,14:43:00,09/08/2021
581204,2021-12-07 18:32:00,,United Kingdom,-355,0.0,18:32:00,07/12/2021
C579438,2021-11-29 13:26:00,14235.0,United Kingdom,-12,-51.0,13:26:00,29/11/2021
543270,2021-02-04 17:25:00,,United Kingdom,-19,0.0,17:25:00,04/02/2021
C576918,2021-11-17 10:40:00,14102.0,United Kingdom,-1,-7.45,10:40:00,17/11/2021
C558727,2021-07-01 14:35:00,12709.0,Germany,-7,-34.13,14:35:00,01/07/2021
C550484,2021-04-18 14:14:00,16933.0,United Kingdom,-3,-4.95,14:14:00,18/04/2021
C540243,2021-01-05 15:32:00,12585.0,Germany,-20,-56.04,15:32:00,05/01/2021
C558091,2021-06-26 12:52:00,14808.0,United Kingdom,-1,-65.0,12:52:00,26/06/2021
C555337,2021-06-02 11:13:00,16729.0,United Kingdom,-1,-1.95,11:13:00,02/06/2021
C564341,2021-08-24 14:53:00,,United Kingdom,-1,-6662.51,14:53:00,24/08/2021
C557655,2021-06-21 17:36:00,15125.0,United Kingdom,-1,-4.25,17:36:00,21/06/2021
537009,2020-12-03 15:38:00,,United Kingdom,-80,0.0,15:38:00,03/12/2020
C547368,2021-03-22 13:13:00,16809.0,United Kingdom,-1,-1.95,13:13:00,22/03/2021
553041,2021-05-13 09:01:00,,United Kingdom,-9,0.0,09:01:00,13/05/2021
561557,2021-07-28 10:21:00,,United Kingdom,-31,0.0,10:21:00,28/07/2021
C550808,2021-04-20 15:57:00,14323.0,United Kingdom,-4,-13.1,15:57:00,20/04/2021
C560866,2021-07-21 14:04:00,14410.0,United Kingdom,-34,-46.2,14:04:00,21/07/2021
551554,2021-05-03 10:19:00,,United Kingdom,-4,0.0,10:19:00,03/05/2021
C544560,2021-02-21 12:43:00,17677.0,United Kingdom,-8,-6.8,12:43:00,21/02/2021
C560365,2021-07-18 12:17:00,14390.0,United Kingdom,-2,-16.2,12:17:00,18/07/2021
C569547,2021-10-04 17:22:00,14834.0,United Kingdom,-1,-7.5,17:22:00,04/10/2021
C561469,2021-07-27 13:13:00,15289.0,United Kingdom,-12,-4.68,13:13:00,27/07/2021
547700,2021-03-24 16:39:00,,United Kingdom,-105,0.0,16:39:00,24/03/2021
C580597,2021-12-05 11:02:00,16360.0,United Kingdom,-7,-5.59,11:02:00,05/12/2021
C551511,2021-04-28 19:49:00,14311.0,United Kingdom,-21,-80.55,19:49:00,28/04/2021
C540366,2021-01-06 16:14:00,15061.0,United Kingdom,-30,-21.6,16:14:00,06/01/2021
C545510,2021-03-03 11:56:00,15281.0,United Kingdom,-4,-25.8,11:56:00,03/03/2021
C573575,2021-10-31 14:09:00,14096.0,United Kingdom,-1,-606.0,14:09:00,31/10/2021
C546168,2021-03-10 10:22:00,16670.0,United Kingdom,-15,-32.85,10:22:00,10/03/2021
C539438,2020-12-17 15:11:00,16607.0,United Kingdom,-1,-295.0,15:11:00,17/12/2020
C556633,2021-06-13 15:10:00,17696.0,United Kingdom,-3,-10.75,15:10:00,13/06/2021
C570889,2021-10-13 10:49:00,13954.0,United Kingdom,-9,-61.33,10:49:00,13/10/2021
C555014,2021-05-31 10:45:00,13113.0,United Kingdom,-59,-477.55,10:45:00,31/05/2021
C567624,2021-09-21 12:50:00,13448.0,United Kingdom,-5,-29.75,12:50:00,21/09/2021
C560899,2021-07-21 17:32:00,15260.0,United Kingdom,-24,-30.0,17:32:00,21/07/2021
537454,2020-12-07 09:30:00,,United Kingdom,-44,0.0,09:30:00,07/12/2020
C541821,2021-01-21 16:41:00,15281.0,United Kingdom,-8,-38.5,16:41:00,21/01/2021
C554862,2021-05-27 10:34:00,13468.0,United Kingdom,-2,-8.5,10:34:00,27/05/2021
